threshold,precision,recall
0.10107651092894876,0.1375051461506793,0.9985052316890882
0.10118835865570741,0.13756177924217464,0.9985052316890882
0.10134880678488585,0.1375901132852729,0.9985052316890882
0.10136544360257223,0.13761845900288422,0.9985052316890882
0.10155757872233562,0.13764681640222542,0.9985052316890882
0.10162512607183632,0.13767518549051938,0.9985052316890882
0.10176506645370087,0.13770356627499486,0.9985052316890882
0.10177222930172118,0.1377319587628866,0.9985052316890882
0.10180529366314665,0.1377887788778878,0.9985052316890882
0.1018154158795515,0.13781720651949658,0.9985052316890882
0.10202397970214039,0.13784564589352044,0.9985052316890882
0.10204090523283647,0.13787409700722394,0.9985052316890882
0.10212157431774359,0.13790255986787778,0.9985052316890882
0.10217604813197922,0.1377245508982036,0.9970104633781763
0.10242039785735946,0.1378099173553719,0.9970104633781763
0.10254360680970566,0.1378383963628849,0.9970104633781763
0.1025489052699719,0.13786688714344772,0.9970104633781763
0.10265564134058898,0.13789538970436221,0.9970104633781763
0.1027331263277473,0.1379239040529363,0.9970104633781763
0.10279323538709495,0.13795243019648398,0.9970104633781763
0.10286301990941958,0.1379809681423252,0.9970104633781763
0.10294633189167222,0.13800951789778607,0.9970104633781763
0.10296961237336583,0.1380952380952381,0.9970104633781763
0.10300171851511847,0.13812383516255955,0.9970104633781763
0.1030051625095441,0.13815244407622204,0.9970104633781763
0.10300569685835242,0.13818106484358814,0.9970104633781763
0.10302527656650441,0.13820969747202652,0.9970104633781763
0.10309303807364545,0.1382383419689119,0.9970104633781763
0.10317841187550557,0.1382669983416252,0.9970104633781763
0.10325760321909751,0.13829566659755338,0.9970104633781763
0.10328324796369943,0.13832434674408958,0.9970104633781763
0.10329971771571221,0.13835303878863306,0.9970104633781763
0.10332965408977467,0.13838174273858922,0.9970104633781763
0.10334912449306762,0.13841045860136958,0.9970104633781763
0.10335089068263899,0.13843918638439187,0.9970104633781763
0.10358741604809447,0.13846792609507994,0.9970104633781763
0.10358941517280396,0.1384966777408638,0.9970104633781763
0.1036191222575606,0.13852544132917965,0.9970104633781763
0.10384074628434092,0.13855421686746988,0.9970104633781763
0.10426170153590247,0.13858300436318305,0.9970104633781763
0.10427959680436316,0.1386118038237739,0.9970104633781763
0.10431675893446095,0.13864061525670338,0.9970104633781763
0.10432644290769331,0.13866943866943868,0.9970104633781763
0.1043857790152843,0.13869827406945312,0.9970104633781763
0.10460058435550017,0.13872712146422628,0.9970104633781763
0.10463329533796295,0.13875598086124402,0.9970104633781763
0.10467751963692996,0.13878485226799833,0.9970104633781763
0.104763808035698,0.13881373569198752,0.9970104633781763
0.10500826400475528,0.13884263114071607,0.9970104633781763
0.105468134521157,0.13887153862169477,0.9970104633781763
0.10553852866571183,0.13890045814244065,0.9970104633781763
0.1056272891757929,0.138929389710477,0.9970104633781763
0.10570192806785406,0.13895833333333332,0.9970104633781763
0.105708687013967,0.13898728901854554,0.9970104633781763
0.1058181322136905,0.1390452366062122,0.9970104633781763
0.10583563678298002,0.1390742285237698,0.9970104633781763
0.10588218448198385,0.13910323253388948,0.9970104633781763
0.10593043159882203,0.1391322486441385,0.9970104633781763
0.1059746873093607,0.13916127686209054,0.9970104633781763
0.1060612469920287,0.13919031719532554,0.9970104633781763
0.1062311869552689,0.13921936965142975,0.9970104633781763
0.10623806080734145,0.13924843423799582,0.9970104633781763
0.10628321224488768,0.13927751096262267,0.9970104633781763
0.10633449268580662,0.13930659983291563,0.9970104633781763
0.1063506594736306,0.1393357008564863,0.9970104633781763
0.10639413261801713,0.13936481404095277,0.9970104633781763
0.10649289456427663,0.1393939393939394,0.9970104633781763
0.10656418837182391,0.13942307692307693,0.9970104633781763
0.1066111329646449,0.1394522266360025,0.9970104633781763
0.10664572533035765,0.13948138854035969,0.9970104633781763
0.10668413545819294,0.13951056264379838,0.9970104633781763
0.10675394085836054,0.1395397489539749,0.9970104633781763
0.10682844493302586,0.139568947478552,0.9970104633781763
0.10690797421176375,0.13959815822519883,0.9970104633781763
0.10692310959795343,0.13962738120159096,0.9970104633781763
0.10693459643709109,0.13965661641541038,0.9970104633781763
0.106956328663446,0.13968586387434556,0.9970104633781763
0.10709162874428818,0.13971512358609134,0.9970104633781763
0.10711047700678644,0.13974439555834905,0.9970104633781763
0.1071461118427614,0.1397736797988265,0.9970104633781763
0.10724462290126435,0.1398029763152379,0.9970104633781763
0.10741486563572929,0.139832285115304,0.9970104633781763
0.10755139929505612,0.13986160620675195,0.9970104633781763
0.1075861473621957,0.13989093959731544,0.9970104633781763
0.10776268496682012,0.13992028529473463,0.9970104633781763
0.10781876398888268,0.1399496433067562,0.9970104633781763
0.10782700812942214,0.14000839630562553,0.9970104633781763
0.10791874987473098,0.14006719865602688,0.9970104633781763
0.10797005400801123,0.14009661835748793,0.9970104633781763
0.10801448566810991,0.14012605042016807,0.9970104633781763
0.10813109536708702,0.14015549485185963,0.9970104633781763
0.10828575970354827,0.1401849516603615,0.9970104633781763
0.10829431692542185,0.14021442085347907,0.9970104633781763
0.10834404285964595,0.1402439024390244,0.9970104633781763
0.10838376580604649,0.14027339642481598,0.9970104633781763
0.10864238308770154,0.14030290281867902,0.9970104633781763
0.1086655278643228,0.1403324216284452,0.9970104633781763
0.10879631627094259,0.14036195286195285,0.9970104633781763
0.10887662186128394,0.14039149652704694,0.9970104633781763
0.10899048720032117,0.14042105263157895,0.9970104633781763
0.10900249002307578,0.14045062118340704,0.9970104633781763
0.10917934351577578,0.14048020219039595,0.9970104633781763
0.1092399274049416,0.1405097956604171,0.9970104633781763
0.1092492459826226,0.1405394016013485,0.9970104633781763
0.10930994751750626,0.14056902002107483,0.9970104633781763
0.10932378678850474,0.14059865092748736,0.9970104633781763
0.10933068044341933,0.1406282943284841,0.9970104633781763
0.10940527562700164,0.14065795023196964,0.9970104633781763
0.10949173666990974,0.1406876186458553,0.9970104633781763
0.10956002333634603,0.14050632911392405,0.9955156950672646
0.10975535199406022,0.14053597805444187,0.9955156950672646
0.10975884876053421,0.14056563951034193,0.9955156950672646
0.10976509211715617,0.140625,0.9955156950672646
0.10979588331284439,0.1406546990496304,0.9955156950672646
0.10987958705572627,0.14068441064638784,0.9955156950672646
0.10994589132098649,0.14071413479822523,0.9955156950672646
0.1100030459382047,0.14074387151310228,0.9955156950672646
0.11012825434787253,0.14077362079898542,0.9955156950672646
0.11016377255126024,0.1408033826638478,0.9955156950672646
0.11021625459973021,0.14083315711566927,0.9955156950672646
0.11027379260886168,0.14086294416243655,0.9955156950672646
0.11027609129265413,0.140892743812143,0.9955156950672646
0.11050201265402006,0.14092255607278883,0.9955156950672646
0.11050638148390309,0.14095238095238094,0.9955156950672646
0.11051553253682461,0.1409822184589331,0.9955156950672646
0.11051599317312157,0.1410120686004658,0.9955156950672646
0.11052028926370729,0.14104193138500634,0.9955156950672646
0.11055342754877667,0.14107180682058887,0.9955156950672646
0.1108906741634668,0.14110169491525423,0.9955156950672646
0.11091025191417812,0.14113159567705022,0.9955156950672646
0.11092277907917304,0.14116150911403136,0.9955156950672646
0.11096087095177125,0.14119143523425906,0.9955156950672646
0.11102126904716779,0.14122137404580154,0.9955156950672646
0.11108252725278721,0.14125132555673384,0.9955156950672646
0.1111851717301497,0.14128128977513787,0.9955156950672646
0.11162998073423464,0.1413112667091025,0.9955156950672646
0.1116712486351933,0.14134125636672326,0.9955156950672646
0.11167305841284952,0.14137125875610274,0.9955156950672646
0.11194858989851823,0.14140127388535031,0.9955156950672646
0.11220415704069177,0.14143130176258228,0.9955156950672646
0.11221785298969784,0.14146134239592184,0.9955156950672646
0.11246661810104634,0.14149139579349904,0.9955156950672646
0.11251476888519989,0.14152146196345092,0.9955156950672646
0.11257625923283439,0.14155154091392136,0.9955156950672646
0.11262814359523177,0.14158163265306123,0.9955156950672646
